study_identifier,participant.id_in_session,participant.code,participant.label,participant._current_page_name,participant.not_matched,session.code,consent.1.player.id_in_group,consent.1.player.prolific_id,consent.1.group.id_in_subsession,flip_task.1.player.num_heads,flip_task.1.player.total_guess_group_heads,flip_task.2.player.id_in_group,flip_task.2.player.payoff,flip_task.2.player.flip_time_seconds,flip_task.2.player.num_heads,flip_task.2.player.average_group_heads_reported,flip_task.2.player.treat,flip_task.2.player.treat_string,flip_task.2.player.not_matched,flip_task.2.group.id_in_subsession,flip_task.2.group.group_payoff,survey.1.player.bonus_cents,survey.1.player.most_common_head,survey.1.player.flip_misreporting,survey.1.player.flip_shirking,survey.1.player.household_satisfy,survey.1.player.attention_fatal,survey.1.player.bfi_is_reserved,survey.1.player.bfi_is_trust,survey.1.player.bfi_does_job,survey.1.player.bfi_is_relaxed,survey.1.player.bfi_active_imag,survey.1.player.bfi_is_social,survey.1.player.bfi_fault,survey.1.player.bfi_lazy,survey.1.player.bfi_nervous,survey.1.player.bfi_artistic,survey2.1.player.lie_misrepresent,survey2.1.player.lie_shirking,survey2.1.player.lie_significant_other,survey2.1.player.lie_dating,survey2.1.player.lie_taxes,survey2.1.player.misreport_time_seconds,survey2.1.player.misreport,survey2.1.player.misreport_justify,survey2.1.player.misreport_paste_status,Participant id,Status,Started at,Completed at,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,avg_group_heads,flip_payoff,bonus_cent,final_bonus_dollars,survey2.1.player.misreport_justify_time_seconds,debrief.1.player.debrief_time_seconds,Unnamed: 0,bulk_approve
24_0923_Control_90,77,ymiw3guj,66f17a05ed9bc862e56ddb10,Debrief,,m2ctgwih,77,66f17a05ed9bc862e56ddb10,1,10000,10000,77,70,34,7,10000,0,Control,0,1,10000,0,7,71,81,2,0,3,2,2,3,1,1,2,3,2,2,16,12,17,77,78,13,0,"I feel as if there’s no reason to lie on any of the reports , I could see if someone is busy or maybe just need a few extra dollars in their pocket but I don’t think it’s justifiably ok to do something of the sort ",FALSE,66f17a05ed9bc862e56ddb10,APPROVED,2024-09-23T20:32:27.529000Z,2024-09-23T20:40:50.308000Z,5,21,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,70,0,0.7,64,,90,yes
24_0923_Control_90,42,axtwwpc5,66f198e9b055119c94cbf393,Debrief,,m2ctgwih,42,66f198e9b055119c94cbf393,1,10000,10000,42,30,108,3,10000,0,Control,0,1,10000,10,5,58,77,2,0,4,3,2,5,3,5,3,4,2,2,1,0,2,0,0,9,0,Only if they did not understand of what was being asked of them. Some people can't comprehend things that your typically person can. I have ADHD and in which that can cause someone to be distracted and possibly answer incorrectly.,FALSE,66f198e9b055119c94cbf393,APPROVED,2024-09-23T20:22:40.976000Z,2024-09-23T20:33:09.683000Z,1,40,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,30,10,0.4,111,,91,yes
24_0923_Control_90,11,rgkbtm1j,66f19d2803d24d89a12c27ee,Debrief,,m2ctgwih,11,66f19d2803d24d89a12c27ee,1,10000,10000,11,50,12,5,10000,0,Control,0,1,10000,10,5,5,5,3,0,1,3,2,3,1,4,4,4,2,1,0,0,3,0,0,7,0,"Dropping the coin, improper flipping techniques, and lying flat out are all potential scenarios for misrepresentation. Although these may be uncommon circumstances, I still included their approximate chance of occurrence at around 5% but it would most likely be less.",FALSE,66f19d2803d24d89a12c27ee,APPROVED,2024-09-23T20:12:51.809000Z,2024-09-23T20:18:10.150000Z,2,32,Male,White,United States,United States,United States,English,No,Full-Time,,50,10,0.6,115,,92,yes
24_0923_Control_90,52,n649tnns,66f19e3ed6b85837fb833c7c,Debrief,,m2ctgwih,52,66f19e3ed6b85837fb833c7c,1,10000,10000,52,40,24,4,10000,0,Control,0,1,10000,10,5,51,40,8,0,2,3,2,3,3,3,3,3,2,3,0,0,10,0,0,8,0,Misreporting could be justified if someone was interfered with when flipping a coin and did not reflip the coin. It could also be justified if the coin was dropped without being flipped and rolled before landing on a side.,FALSE,66f19e3ed6b85837fb833c7c,APPROVED,2024-09-23T20:25:13.475000Z,2024-09-23T20:32:08.403000Z,13,27,Female,White,United States,United States,United States,English,No,Full-Time,,40,10,0.5,138,,93,yes
24_0923_Control_90,59,b34mmyrg,66f1c7f19e5bb2ff5ceaf99e,Debrief,,m2ctgwih,59,66f1c7f19e5bb2ff5ceaf99e@email.prolific.com,1,10000,10000,59,70,70,7,10000,0,Control,0,1,10000,0,6,67,75,4,0,2,4,2,2,2,4,3,4,2,2,15,13,20,0,5,9,0,"It shouldn't. It's a basic request for a paid task. If you're compensated for work, it should be done. We live in a culture of shortcuts, and I just don't see why people can't be honest. Say what you'll do, and do what you'll say.",FALSE,66f1c7f19e5bb2ff5ceaf99e,APPROVED,2024-09-23T20:26:48.163000Z,2024-09-23T20:32:49.320000Z,1,46,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,70,0,0.7,102,,95,yes
24_0923_Control_90,70,pp2wknun,66ce8ad990ed00819493ed79,Debrief,,m2ctgwih,70,699171,1,10000,10000,70,40,59,4,10000,0,Control,0,1,10000,0,4,57,81,4,0,2,2,2,1,1,1,2,4,4,3,0,0,0,0,0,19,0,I didn't misreport any answers that I answered .I did answer questions honestly to the best of my knowledge .I do read through everything making sure I answer correctly so that I can be chosen many times for surveys ,FALSE,66ce8ad990ed00819493ed79,APPROVED,2024-09-23T20:29:53.946000Z,2024-09-23T20:46:51.333000Z,6,65,Female,Black,United States,United States,United States,English,No,Full-Time,,40,0,0.4,286,,96,yes
24_0923_Treat1_90,1,9kc153v5,66f1d4477fb5eaa64197336e,Debrief,,ooywy1zt,1,66f1d4477fb5eaa64197336e,1,10000,12,1,40,13,4,10000,1,Treatment1,0,2,10000,0,4,87,85,0,0,3,1,1,3,3,4,2,3,2,1,0,0,0,0,0,7,0,"Losing count or being distracted, potentially not caring enough to follow through or even have genuine want to perform the task. Just clicking through for payment etc. Maybe too lazy to actually locate coin",FALSE,66f1d4477fb5eaa64197336e,APPROVED,2024-09-23T21:22:38.217000Z,2024-09-23T21:31:46.816000Z,3,39,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,40,0,0.4,104,,0,yes
24_0923_Treat1_90,2,bo2airbp,62ba066a4093b931382ec48f,Debrief,,ooywy1zt,2,62ba066a4093b931382ec48f,1,10000,15,2,30,45,3,10000,1,Treatment1,0,2,10000,0,4,39,66,4,0,5,5,2,2,2,2,3,3,5,5,0,5,9,0,0,12,0,"Honestly, there isn't a good reason for information to be misreported.  Especially on this task because there is not negative consequence regardless of what you come up with as the outcome.  Honestly does not create any negative outcomes, so just be honest.",FALSE,62ba066a4093b931382ec48f,APPROVED,2024-09-23T21:23:44.771000Z,2024-09-23T21:32:43.031000Z,892,60,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,30,0,0.3,109,,1,yes
24_0923_Treat1_90,3,jco5ucu7,66f177aded9bc862e56dda6b,Debrief,,ooywy1zt,3,66f177aded9bc862e56dda6b,1,10000,20,3,100,8,10,10000,1,Treatment1,0,2,10000,0,7,32,82,0,0,1,2,1,2,2,2,3,3,3,2,16,0,0,0,0,5,0,I would have to say zero percent. I’m a honest person for the most part so I love to tell the truth on these studies. If you can’t be honest with yourself you can’t be honest with anyone. And if I was to say a percentage it would be around fifteen percent ,FALSE,66f177aded9bc862e56dda6b,APPROVED,2024-09-23T21:24:37.558000Z,2024-09-23T21:32:53.118000Z,1,34,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,100,0,1,122,,2,yes
24_0923_Treat1_90,4,suwzre6y,66aa737c246ab5cf919f921c,Debrief,,ooywy1zt,4,66aa737c246ab5cf919f921c,1,10000,15,1,50,25,5,10000,1,Treatment1,0,3,10000,10,5,10,0,8,0,2,2,2,1,1,1,5,5,6,3,7,95,4,4,4,9,0,I could justify the percentage of misreporting due to the fact that there are few times when i would misinterpret a question and choose the wrong answer. There are also a few types when I would pick an answer due to oversight.,FALSE,66aa737c246ab5cf919f921c,APPROVED,2024-09-23T21:26:20.454000Z,2024-09-23T21:45:13.832000Z,20,34,Male,Black,United States,United States,United States,English,No,Full-Time,,50,10,0.6,403,,3,yes
24_0923_Treat1_90,5,q8sgd4a2,66f1a83bacc09d74407d59bd,Debrief,,ooywy1zt,5,66f1a83bacc09d74407d59bd,1,10000,23,2,50,17,5,10000,1,Treatment1,0,3,10000,10,5,63,57,3,0,1,5,1,2,1,3,3,4,3,1,29,20,0,0,0,10,0,"Accidental misreporting more likely, since sometimes the questions are confusing and written in a way to trip you up. Otherwise, I say that some of the personality traits we are asked about can come at a bad time when I am not objectively seeing myself and, instead, trying to see what I want to be true. ",FALSE,66f1a83bacc09d74407d59bd,APPROVED,2024-09-23T21:26:49.302000Z,2024-09-23T21:35:38.240000Z,6,30,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,50,10,0.6,70,,4,yes
24_0923_Treat1_90,7,c0s0rvw2,65728a88a44425cca606ad70,Debrief,,ooywy1zt,7,65728a88a44425cca606ad70,1,10000,15,1,60,47,6,10000,1,Treatment1,0,4,10000,10,5,70,70,9,0,5,2,2,3,1,1,3,4,2,3,0,2,3,0,0,5,0,"White lies, to save someone's life, if it's a morally ""gray"" area. Not fair to researchers to lie on prolific. But sometimes I do wihhold demographic data. Is a lie of omission counted? If so, I might lie a bit on Prolific",FALSE,65728a88a44425cca606ad70,APPROVED,2024-09-23T21:31:19.188000Z,2024-09-23T21:40:41.529000Z,13,33,Female,Other,United States,United States,United States,English,No,DATA_EXPIRED,,60,10,0.7,64,,6,yes
24_0923_Treat1_90,8,8e7xudhq,66ec582b8d007e0d6398329d,Debrief,,ooywy1zt,8,66ec582b8d007e0d6398329d,1,10000,20,2,60,22,6,10000,1,Treatment1,0,4,10000,0,6,73,74,7,1,2,1,4,2,4,2,4,5,4,3,21,16,7,24,24,16,0,"In my opinion, misreporting never justified regardless of circumstances accuracy and transparency are essential in business and communication. Zero percent. Misreporting is never justified regardless of situations",FALSE,66ec582b8d007e0d6398329d,APPROVED,2024-09-23T21:31:10.423000Z,2024-09-23T21:53:06.125000Z,3,35,Female,DATA_EXPIRED,United States,United States,United States,English,No,Full-Time,,60,0,0.6,616,,7,yes
24_0923_Treat1_90,10,pu2lp9u8,5fd85ea88b7f1919bf0e5546,Debrief,,ooywy1zt,10,5fd85ea88b7f1919bf0e5546,1,10000,15,3,50,50,5,10000,1,Treatment1,0,4,10000,10,5,70,70,7,0,1,5,4,3,4,3,2,2,2,2,1,2,25,20,0,4,0,"Misreporting could be justified if there were an absurd amount of coin flips necessary to complete the task. This is because that would make the task relatively redundant, as the odds of the coin flip remain the same always, it would just be a matter of the user wasting time and flipping the coins.",FALSE,5fd85ea88b7f1919bf0e5546,APPROVED,2024-09-23T21:31:50.491000Z,2024-09-23T21:39:22.266000Z,725,25,Male,White,United States,United States,United States,English,Yes,Part-Time,,50,10,0.6,86,,9,yes
24_0923_Treat1_90,11,1iij6zwa,664263e1a01b3296ec612b89,Debrief,,ooywy1zt,11,664263e1a01b3296ec612b89,1,10000,22,1,60,34,6,10000,1,Treatment1,0,5,10000,10,5,90,75,8,0,2,3,1,1,2,4,3,4,4,2,0,0,5,0,0,12,0,"I consider white lies associated with surprises acceptable with my spouse. I try to keep certain things from her about gifts or surprises, but that is it. I do not lie to her often, and found it is harder to lie than to just tell the truth because I have to remember what I told her and keep it in line. Requires way too much effort and more than I am willing to put in. ",FALSE,664263e1a01b3296ec612b89,APPROVED,2024-09-23T21:34:21.583000Z,2024-09-23T21:41:52.512000Z,650,31,Male,White,United States,United States,United States,English,No,Full-Time,,60,10,0.7,89,,10,yes
24_0923_Treat1_90,12,1pqzkybc,66f1d1512ef8b6b2138ced11,Debrief,,ooywy1zt,12,66f1d1512ef8b6b2138ced11,1,10000,30,2,40,16,4,10000,1,Treatment1,0,5,10000,10,5,90,50,5,0,3,1,1,3,2,3,2,5,3,2,0,0,0,0,0,7,0,Forgetting that you did have more heads outcome than tails. Not following through and monitoring how many times you flipped and landed in heads without writing it down can justify misreporting how many heads you had.,FALSE,66f1d1512ef8b6b2138ced11,APPROVED,2024-09-23T21:34:56.213000Z,2024-09-23T21:43:56.495000Z,2,39,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED,,40,10,0.5,117,,11,yes
24_0923_Treat1_90,13,tnzvsyne,66a2a5edde34508c1373bf0e,Debrief,,ooywy1zt,13,66a2a5edde34508c1373bf0e,1,10000,20,1,40,62,4,10000,1,Treatment1,0,6,10000,10,5,75,75,0,0,2,4,2,3,2,2,2,4,4,2,0,0,0,0,0,15,0,"Simply put, it can't be justified. Unfortunately there will always be scumbags, bots, etc., trying to make a quick dollar/quick cent. As I understand it, there are people who run scripts when using sites like Prolific to essentially cast a wide net and complete as many surveys as possible in an automated fashion. On top of that, there are allegedly warehouses full of Indians and Chinese who just ""click through"" all day & night. So again while it's not justified, those might be just a few reasons why you're seeing participants misreporting. ",FALSE,66a2a5edde34508c1373bf0e,APPROVED,2024-09-23T21:35:30.604000Z,2024-09-23T21:53:01.086000Z,2,34,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),,40,10,0.5,490,,12,yes
24_0923_Treat1_90,14,xptt2w34,654ab1d1a3e347356572c1b6,Debrief,,ooywy1zt,14,654ab1d1a3e347356572c1b6,1,10000,15,1,70,21,7,10000,1,Treatment1,0,7,10000,10,5,15,15,3,0,4,2,2,4,2,3,2,2,2,2,5,1,3,0,0,7,0,"Misreporting could be justified only in an accidental situation where one might misread, misunderstand, fail to read the whole item, miscount, forget results, or any other kind of accidental situation..",FALSE,654ab1d1a3e347356572c1b6,APPROVED,2024-09-23T21:35:30.774000Z,2024-09-23T21:51:03.264000Z,812,53,Female,White,United States,United States,United States,English,No,Full-Time,,70,10,0.8,217,,13,yes
24_0923_Treat1_90,15,374dye1x,5aca6b6568b65b00018d88c9,Debrief,,ooywy1zt,15,5aca6b6568b65b00018d88c9,1,10000,17,3,50,75,5,10000,1,Treatment1,0,5,10000,0,7,33,20,5,0,2,1,1,2,5,2,4,4,2,5,0,0,0,0,0,3,0,"I don't think misreported could be justified. All participants have read the consent form, as well as Prolifics terms of use, and have agreed to respond honestly. I understand the reason for misrepresenting, but it is in no circumstance justified ",FALSE,5aca6b6568b65b00018d88c9,APPROVED,2024-09-23T21:35:45.144000Z,2024-09-23T21:42:41.253000Z,66,34,Female,White,United States,United States,United States,English,No,Full-Time,,50,0,0.5,131,,14,yes
24_0923_Treat1_90,16,67yoio5b,66b4f1242c3c501256bafebf,Debrief,,ooywy1zt,16,66b4f1242c3c501256bafebf,1,10000,18,2,60,100,6,10000,1,Treatment1,0,6,10000,0,6,25,25,3,0,2,4,3,3,3,4,2,3,3,2,0,0,15,0,0,9,0,Misreporting could be justified if it was unintentional and truly a mistake. It's possible that someone could have provided inaccurate answers because they counted incorrectly or input the wrong number by accident. ,FALSE,66b4f1242c3c501256bafebf,APPROVED,2024-09-23T21:36:31.653000Z,2024-09-23T21:47:40.682000Z,158,49,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",,60,0,0.6,183,,15,yes
24_0923_Treat1_90,18,ugqmwtfd,66f19dc4a74d598aae4d252e,Debrief,,ooywy1zt,18,66f19dc4a74d598aae4d252e,1,10000,15,1,50,64,5,10000,1,Treatment1,0,8,10000,0,7,50,30,10,0,1,3,1,4,1,4,3,4,2,5,0,0,10,0,0,9,0,It could be justified if the person answering was in a financially difficult situation and felt the need to lie to get the maximum amount possible from this task (and from any other tasks with similar setups).,FALSE,66f19dc4a74d598aae4d252e,APPROVED,2024-09-23T21:37:09.197000Z,2024-09-23T21:48:34.572000Z,2,25,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,,50,0,0.5,163,,17,yes
24_0923_Treat1_90,19,kj8v43yp,6362852176f08a3984fa6ef1,Debrief,,ooywy1zt,19,6362852176f08a3984fa6ef1,1,10000,15,3,50,95,5,10000,1,Treatment1,0,6,10000,10,5,50,50,8,0,2,1,1,1,1,1,2,2,1,2,10,5,0,10,0,3,0,When flipping a coin a number of times it's bound to be lost of how many landed on head or tails. Keeping track is hard if you aren't writing it down and just trying to mental note it being either head or tails ,FALSE,6362852176f08a3984fa6ef1,APPROVED,2024-09-23T21:38:15.864000Z,2024-09-23T21:47:33.079000Z,1018,25,Male,Black,United States,United States,United States,English,No,Due to start a new job within the next month,,50,10,0.6,207,,18,yes
24_0923_Treat1_90,22,fxs7o0p9,66b292dbd488481b03beb3f7,Debrief,,ooywy1zt,22,66b292dbd488481b03beb3f7,1,10000,12,2,50,124,5,10000,1,Treatment1,0,8,10000,0,7,65,15,2,0,2,2,1,2,2,4,5,4,3,2,0,3,0,0,5,8,0,"I believe if you are not able to answer honestly, then you should cancel your survey participation. I could see several people not completing this particular survey honestly because they might not have a coin readily available.",FALSE,66b292dbd488481b03beb3f7,APPROVED,2024-09-23T21:38:57.494000Z,2024-09-23T21:47:58.947000Z,135,46,Male,White,United States,United States,United States,English,No,Full-Time,,50,0,0.5,95,,21,yes
24_0923_Treat1_90,23,q0cmz27n,63f7ac13d942e94c18c92d4b,Debrief,,ooywy1zt,23,63f7ac13d942e94c18c92d4b,1,10000,17,1,60,10,6,10000,1,Treatment1,0,9,10000,10,5,20,16,6,0,1,3,3,4,3,5,2,2,2,3,1,0,15,0,6,3,0,I think sometimes a small margin of error due to human error could be tolerated and therefore justified. Any larger margin would definitely hint at a strong motivation to put forth a misreported number.,FALSE,63f7ac13d942e94c18c92d4b,APPROVED,2024-09-23T21:39:22.057000Z,2024-09-23T21:45:02.674000Z,3411,25,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,60,10,0.7,70,,22,yes
24_0923_Treat1_90,24,l8rewdru,65bcfc2007c60dfd0253091f,Debrief,,ooywy1zt,24,65bcfc2007c60dfd0253091f,1,10000,18,3,70,46,7,10000,1,Treatment1,0,8,10000,10,5,60,5,4,0,2,1,1,2,4,3,4,5,4,4,0,5,60,0,70,5,0,"I don't think there are any circumstances where misreporting is justified. If you are given a simple task, the only reason you would lie is sheer laziness and the inability to pay attention. There is no situation that would justify lying on this simple task.",FALSE,65bcfc2007c60dfd0253091f,APPROVED,2024-09-23T21:39:20.890000Z,2024-09-23T21:47:00.208000Z,13,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,70,10,0.8,131,,23,yes
24_0923_Treat1_90,25,g1us5eoo,63df06a8c5ac5f3c6bf77e6f,Debrief,,ooywy1zt,25,63df06a8c5ac5f3c6bf77e6f,1,10000,20,2,50,78,5,10000,1,Treatment1,0,9,10000,10,5,10,40,4,0,3,3,2,2,2,3,3,4,4,4,0,0,4,0,0,7,0,For the coin flip? I don't know...maybe if you just mess up and miscount or lose count while flipping the coin and you estimate. I actually flipped the coin--not that hard--and to my surprise I really did get the five predicted average heads.,FALSE,63df06a8c5ac5f3c6bf77e6f,APPROVED,2024-09-23T21:39:49.720000Z,2024-09-23T21:48:16.564000Z,2232,57,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,10,0.6,128,,24,yes
24_0923_Treat1_90,26,2wpf0dwv,66f0afad09c4c8c4a144d19c,Debrief,,ooywy1zt,26,66f0afad09c4c8c4a144d19c,1,10000,5,1,50,53,5,10000,1,Treatment1,0,10,10000,10,5,1,1,5,0,3,2,2,2,1,2,3,3,3,4,0,0,0,0,0,8,0,"I do not believe misreporting can be justified. These studies are for academic benefit and the world is a hard enough place as it is than to rely on faulty academic data. I am being told this answer needs to be 200 characters, so I hope you have a nice day.  ",FALSE,66f0afad09c4c8c4a144d19c,APPROVED,2024-09-23T21:39:56.341000Z,2024-09-23T21:50:23.339000Z,2,35,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED,,50,10,0.6,130,,25,yes
24_0923_Treat1_90,27,jf1x8x5u,6335fd309608ba9c606477fc,Debrief,,ooywy1zt,27,6335fd309608ba9c606477fc,1,10000,15,1,30,96,3,10000,1,Treatment1,0,11,10000,0,4,3,5,0,0,5,2,1,1,4,2,4,5,5,5,0,0,0,0,0,7,0,There's no justification for lying on a study. Lying to save someone's life or maybe to stop a harm/injury can be justified. There is no other reason when lying is lying acceptable. I don't need 200 characters to explain that : ) ,FALSE,6335fd309608ba9c606477fc,APPROVED,2024-09-23T21:40:19.352000Z,2024-09-23T21:49:44.212000Z,5439,60,Female,White,United States,United States,United States,English,No,Full-Time,,30,0,0.3,98,,26,yes
24_0923_Treat1_90,28,37b4d4gp,6659377dbc36ded0ffe48ded,Debrief,,ooywy1zt,28,6659377dbc36ded0ffe48ded,1,10000,5,3,50,17,5,10000,1,Treatment1,0,9,10000,0,6,49,46,8,0,2,2,2,2,4,2,4,3,3,2,0,0,0,0,0,6,0,Misreporting should not be done nor should it ever be justified. I disagree with misreporting unless it’s an honest mistake. Being dishonest does not get you far in the long run. Misreporting is wrong. ,FALSE,6659377dbc36ded0ffe48ded,APPROVED,2024-09-23T21:40:29.989000Z,2024-09-23T21:44:57.713000Z,384,41,Female,White,United States,United States,United States,English,No,Full-Time,,50,0,0.5,75,,27,yes
24_0923_Treat1_90,29,446waytt,6643c586b4b8aced90ccd0a9,Debrief,,ooywy1zt,29,6643c586b4b8aced90ccd0a9,1,10000,15,2,60,26,6,10000,1,Treatment1,0,10,10000,10,5,75,80,3,0,4,5,2,2,2,2,3,2,4,4,15,25,20,0,30,9,1,"The misreporting should not be justified, it should be honest and accurate. I didn't intend to misreport but I did not have a coin on hand to flip, therefore I had no choice and that wasn't an excuse however",FALSE,6643c586b4b8aced90ccd0a9,APPROVED,2024-09-23T21:39:54.241000Z,2024-09-23T21:47:27.046000Z,119,28,Female,White,United States,United States,United States,English,No,Full-Time,,60,10,0.7,85,,28,yes
24_0923_Treat1_90,30,ohawp57s,668203e5b5344a77458cb4f9,Debrief,,ooywy1zt,30,668203e5b5344a77458cb4f9,1,10000,15,3,50,122,5,10000,1,Treatment1,0,10,10000,10,5,2,2,2,0,4,2,1,2,1,2,5,5,5,2,0,2,1,0,0,7,0,I don't know why anybody would like about something like this. There's really no incentive to lie because there's nothing at stake. I think people are more apt to lie when they have something important to lose.,FALSE,668203e5b5344a77458cb4f9,APPROVED,2024-09-23T21:40:53.793000Z,2024-09-23T21:53:17.754000Z,21,63,Female,White,United States,United States,United States,English,No,Part-Time,,50,10,0.6,101,,29,yes
24_0923_Treat1_90,31,qq0zsr5i,5c3aba062b75d300019898eb,Debrief,,ooywy1zt,31,5c3aba062b75d300019898eb,1,10000,15,2,70,50,7,10000,1,Treatment1,0,11,10000,0,7,50,40,7,0,2,2,3,2,2,4,4,4,2,5,0,0,20,5,0,7,0,"I think it could be reasonable to lie to a partner or spouse to protect them (such as if they ask if you like their new clothes). For taxes, dating apps, studies, I don't think it's reasonable (although I can imagine some people might intentionally fudge information if they really want to protect their privacy)..",FALSE,5c3aba062b75d300019898eb,APPROVED,2024-09-23T21:41:22.512000Z,2024-09-23T21:50:28.453000Z,330,23,Male,Asian,United States,United States,United States,Vietnamese,Yes,Part-Time,,70,0,0.7,194,,30,yes
24_0923_Treat1_90,32,o7n54ewh,66f0eda58aabb19b40a60936,Debrief,,ooywy1zt,32,66f0eda58aabb19b40a60936,1,10000,13,1,40,94,4,10000,1,Treatment1,0,12,10000,0,6,1,2,3,0,5,2,1,4,1,2,4,4,2,1,0,0,1,0,0,27,0,"Misreporting should not be justified in any case.  We all agreed to be honest in our responses, and we should abide by that.  Misrepresenting defeats the purpose of these surveys, and skews the numbers.",FALSE,66f0eda58aabb19b40a60936,APPROVED,2024-09-23T21:41:33.386000Z,2024-09-23T21:52:20.743000Z,6,53,Female,Black,United States,United States,United States,English,No,Full-Time,,40,0,0.4,114,,31,yes
24_0923_Treat1_90,33,tdyjnaki,612053690485b0b2420a03fd,Debrief,,ooywy1zt,33,612053690485b0b2420a03fd,1,10000,19,1,60,71,6,10000,1,Treatment1,0,13,10000,0,7,75,86,1,0,2,4,2,4,1,2,6,4,2,6,1,0,15,1,58,17,0,"Misreporting could be justified if legit flips resulted in 10 or 0, to make it not look so statistically suspicious. Or to participate if no coin is readily available, reporting a mid range number to represent the statistically expected norm response. However, I personally reported 100% of my 10 flips were accurately reported & a coin was used.",FALSE,612053690485b0b2420a03fd,APPROVED,2024-09-23T21:41:36.141000Z,2024-09-23T21:57:51.417000Z,2924,45,Female,White,United States,United States,United States,English,No,Part-Time,,60,0,0.6,409,,32,yes
24_0923_Treat1_90,34,h7k4gnif,646bbfb77ab727d9c05dd0da,Debrief,,ooywy1zt,34,646bbfb77ab727d9c05dd0da,1,10000,15,2,50,24,5,10000,1,Treatment1,0,12,10000,10,5,3,5,10,0,4,2,1,3,2,3,4,5,5,4,0,0,0,0,0,12,0,"Overall, I do not believe misreporting is justified.  I guess the only possible circumstance would be if I accidentally entered incorrectly the percentage.  But, even with that, I try to double check what I enter.  I do not think that it would be right to misreport the percentage that I got from flipping the coins..",FALSE,646bbfb77ab727d9c05dd0da,APPROVED,2024-09-23T21:41:46.824000Z,2024-09-23T21:53:26.228000Z,1376,61,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,,50,10,0.6,234,,33,yes
24_0923_Treat1_90,35,ap95r0tb,66f18593e0a2ded79f45f994,Debrief,,ooywy1zt,35,66f18593e0a2ded79f45f994,1,10000,23,3,50,33,5,10000,1,Treatment1,0,11,10000,0,8,85,33,4,0,3,1,3,2,4,2,4,5,3,2,0,0,0,0,0,8,0,I don’t think it could be justified. This experiment is based solely on ethics and honesty. If someone misreported it was because they felt they had no grounds to be caught and the experiment was logical. ,FALSE,66f18593e0a2ded79f45f994,APPROVED,2024-09-23T21:42:01.913000Z,2024-09-23T21:51:09.378000Z,0,43,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,0,0.5,114,,34,yes
24_0923_Treat1_90,36,39a4ak6b,664639d57c4bc53fccce676d,Debrief,,ooywy1zt,36,664639d57c4bc53fccce676d,1,10000,18,3,30,64,3,10000,1,Treatment1,0,12,10000,10,5,60,20,8,0,4,4,2,2,4,1,4,3,4,5,0,0,4,0,0,12,0,"Different types of coins. I actually did the coin flip twice, as Blair’s I grabbed a coin off my shelf that was Indonesian, and it landed tails up every time. I switched to a USA coin and reported that instead. This wouldn’t be a misreport, but it would affect the results. ",FALSE,664639d57c4bc53fccce676d,APPROVED,2024-09-23T21:42:44.596000Z,2024-09-23T21:49:00.946000Z,275,36,Female,White,United States,United States,United States,English,No,Full-Time,,30,10,0.4,75,,35,yes
24_0923_Treat1_90,37,hw5h2434,66f08ab005edfd0f5bed9fee,Debrief,,ooywy1zt,37,66f08ab005edfd0f5bed9fee,1,10000,17,2,70,16,7,10000,1,Treatment1,0,13,10000,0,8,77,75,7,0,2,1,2,5,2,5,3,2,2,4,6,1,4,1,1,16,0,I don’t think it would be justifiable to misreport any of the information. I believe all of the information should be factual. I used a quarter to do the coin flips and reported the data. I do believe people would lie and misrepresent their findings to get a higher reward though.,FALSE,66f08ab005edfd0f5bed9fee,APPROVED,2024-09-23T21:42:45.905000Z,2024-09-23T21:53:08.242000Z,6,36,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,,70,0,0.7,184,,36,yes
